country_from,country_to,distance,gravity,flow,offset,GDPDiff,GDPDiffabs
IT,PK,5160.5889,19.9015,4.9053,-3.7342,29059.0753,29059.0753
GB,EG,4199.8979,19.6906,3.912,-3.731,36384.8983,36384.8983
ES,BR,7850.1786,18.8686,0,-3.7265,17878.5433,17878.5433
IR,UG,4115.5246,19.0969,1.0986,-3.7252,4342.2712,4342.2712
AO,KE,2538.2828,19.1941,1.6094,-3.7157,1655.4484,1655.4484
BE,IN,7171.41,19.4929,3.0445,-3.7146,39386.7694,39386.7694
IR,TJ,1738.9764,19.2617,1.9459,-3.713,4161.7361,4161.7361
HU,EG,2468.4733,18.8536,0,-3.7116,9150.3573,9150.3573
IR,AM,1149.2848,18.996,0.69315,-3.709,1351.4279,1351.4279
ES,US,7588.9168,19.3784,2.5649,-3.7003,-30938.2953,30938.2953
CN,ML,10417.8478,19.2474,1.9459,-3.6987,7342.6738,7342.6738
NO,CN,6891.0959,18.8389,0,-3.6968,62689.2965,62689.2965
TZ,CM,2929.4275,18.838,0,-3.6959,-153.4549,153.4549
GB,UA,2469.7075,19.9982,5.553,-3.6956,37713.6604,37713.6604
BR,CD,8140.0082,19.3239,2.3979,-3.6807,8205.4432,8205.4432
ML,BJ,1144.216,18.8224,0,-3.6803,-8.9333,8.9333
BR,EC,3197.3718,19.6231,3.8712,-3.672,2680.9644,2680.9644
AU,IN,7813.4557,20.0757,6.073,-3.6644,48218.4316,48218.4316
KE,ZW,2317.6526,18.7971,0,-3.6551,446.7624,446.7624
US,GT,2430.0218,20.6261,8.7508,-3.6551,53320.043,53320.043
AO,CM,2153.5498,18.7965,0,-3.6545,2078.1595,2078.1595
CN,ZW,9963.5264,19.2285,2.0794,-3.6518,7114.5835,7114.5835
ML,SN,1168.2582,19.1297,1.6094,-3.6513,-177.5666,177.5666
AF,KG,1018.6969,19.1294,1.6094,-3.651,-515.2574,515.2574
DE,BR,9431.6471,19.0781,1.3863,-3.6463,33286.1101,33286.1101
IT,US,8619.055,19.3899,2.8904,-3.6438,-26939.5189,26939.5189
NL,IN,7110.4463,19.9152,5.4337,-3.6375,43585.3921,43585.3921
ES,UA,2880.5859,19.3445,2.7081,-3.6365,24342.7638,24342.7638
UG,MZ,2256.206,19.2749,2.3979,-3.6317,233.2395,233.2395
RU,MN,1632.9921,18.9146,0.69315,-3.6277,5061.9128,5061.9128
IN,AM,3873.0466,19.3692,2.8904,-3.6231,-1896.7641,1896.7641
IN,BJ,8264.2111,19.1664,1.9459,-3.6177,919.9475,919.9475
KH,PK,4159.8521,18.9859,1.0986,-3.6143,-198.2857,198.2857
AT,IN,6430.3259,19.4508,3.3322,-3.6123,42467.1273,42467.1273
VE,PE,1971.3011,19.3689,2.9444,-3.6115,3212.3499,3212.3499
CN,CO,15516.4496,19.4453,3.3322,-3.6068,2317.5755,2317.5755
CO,DO,1637.7988,19.079,1.6094,-3.6006,-916.6182,916.6182
AU,ID,3457.4352,20.0828,6.4425,-3.5942,46357.5246,46357.5246
TH,AF,3884.7409,18.879,0.69315,-3.5921,5346.1347,5346.1347
EG,VN,8084.0768,18.7262,0,-3.5842,1328.7998,1328.7998
AF,UA,3410.943,18.7138,0,-3.5717,-1623.9493,1623.9493
BR,ZA,7777.1365,19.0727,1.7918,-3.5562,3376.3546,3376.3546
DE,PK,5300.7897,20.1584,7.0112,-3.551,40467.8656,40467.8656
RO,AL,657.9186,18.6902,0,-3.5481,5327.2344,5327.2344
MY,PK,4490.4235,19.5154,3.989,-3.5396,8034.3754,8034.3754
IN,CG,7234.7775,18.6805,0,-3.5385,181.1431,181.1431
BR,ID,17730.5623,18.9658,1.3863,-3.534,5079.6536,5079.6536
IN,SN,9790.4843,19.1764,2.3979,-3.5331,751.3142,751.3142
TR,VN,7573.3553,18.6715,0,-3.5295,8601.9191,8601.9191
FR,BR,8625.2947,19.0451,1.7918,-3.5286,28205.0198,28205.0198
ZW,UG,2292.8617,18.6633,0,-3.5212,393.2885,393.2885
EG,BF,3743.1604,18.6624,0,-3.5204,2864.7596,2864.7596
NG,JO,3724.701,18.6579,0,-3.5158,-1909.9523,1909.9523
CN,RW,8730.8662,19.1887,2.5649,-3.5105,7420.3453,7420.3453
CO,IN,15971.9712,19.3471,3.3322,-3.5086,4096.2174,4096.2174
VE,EC,1580.7998,19.1482,2.3979,-3.505,3289.0159,3289.0159
AT,UA,1238.7794,19.3628,3.4657,-3.4964,41990.7872,41990.7872
TH,EG,7286.0294,18.6368,0,-3.4948,2393.4233,2393.4233
GR,NG,3582.8518,18.8635,1.0986,-3.4918,15925.9842,15925.9842
SA,TZ,3541.259,18.7785,0.69315,-3.4916,19149.4544,19149.4544
TW,MM,2567.4016,19.0565,2.0794,-3.4799,21322.9824,21322.9824
ID,TZ,8785.8336,19.0519,2.0794,-3.4752,2691.1011,2691.1011
TR,KE,4343.6855,19.1347,2.4849,-3.4734,9332.2496,9332.2496
CN,GE,5187.7251,19.0653,2.1972,-3.4641,4269.531,4269.531
US,CO,4222.3098,20.5975,9.5607,-3.4573,51661.1818,51661.1818
AE,YE,1038.1221,19.2847,3.2958,-3.4538,36631.8727,36631.8727
AF,VN,4633.677,18.8237,1.0986,-3.452,-1623.9115,1623.9115
TH,TR,6824.0723,18.5826,0,-3.4406,-4879.6959,4879.6959
CN,LB,6105.8284,19.2188,3.0445,-3.4404,209.1762,209.1762
GB,NG,5257.0485,19.9062,6.3351,-3.4401,37721.4032,37721.4032
CO,GT,2141.0664,18.986,1.9459,-3.4372,1658.8612,1658.8612
TR,MM,6006.2351,18.574,0,-3.4319,9512.5917,9512.5917
TR,BA,1560.4484,18.559,0,-3.417,6078.8911,6078.8911
DE,IQ,3341.2873,19.434,4.2195,-3.4101,37326.4579,37326.4579
ID,IQ,8231.2105,18.781,1.0986,-3.4093,-1039.3058,1039.3058
TR,UG,4190.6318,19.0511,2.3979,-3.4079,10172.3005,10172.3005
BR,TR,10757.225,18.7761,1.0986,-3.4045,-2137.6608,2137.6608
CU,CO,1921.9466,18.8338,1.3863,-3.402,1796.6547,1796.6547
CM,KE,2950.1189,18.687,0.69315,-3.4001,-422.711,422.711
FR,PK,5931.046,19.722,5.7038,-3.3879,35386.7753,35386.7753
EG,RW,3199.6092,18.5286,0,-3.3865,2811.6545,2811.6545
IR,KE,3970.2598,19.3241,3.8286,-3.3819,3502.2202,3502.2202
SE,IN,6404.5013,19.5829,5.0752,-3.3801,49890.4809,49890.4809
NP,PH,4256.6811,18.9231,1.9459,-3.3743,-2221.5394,2221.5394
AE,IQ,1474.0455,18.8826,1.7918,-3.3661,33012.6068,33012.6068
CM,PK,6441.3486,18.5082,0,-3.3661,-435.5442,435.5442
CN,BJ,10453.147,18.7368,1.0986,-3.3651,7333.7405,7333.7405
CR,NI,381.0643,19.142,3.0445,-3.3637,9673.2561,9673.2561
HR,IN,6363.7001,18.7309,1.0986,-3.3592,10381.2786,10381.2786
TR,NP,4615.568,18.4993,0,-3.3572,10058.0768,10058.0768
EG,ML,3713.9559,18.6425,0.69315,-3.3556,2733.983,2733.983
PT,IN,8340.0484,19.0964,2.8904,-3.3503,18103.9203,18103.9203
KR,US,10742.6492,18.7817,1.3863,-3.35,-29927.981,29927.981
AT,TR,1918.5179,19.0571,2.7081,-3.349,33388.9059,33388.9059
MX,NG,11711.4511,18.9685,2.3026,-3.3452,6023.3211,6023.3211
BA,IN,6159.2909,18.6257,0.69315,-3.3388,2999.3303,2999.3303
CN,AM,5111.303,18.8547,1.7918,-3.3382,4517.0288,4517.0288
KW,EG,1658.3242,18.7644,1.3863,-3.3326,25460.9099,25460.9099
BE,TR,2721.3339,18.6182,0.69315,-3.3313,30308.548,30308.548
AT,BA,468.1866,18.7596,1.3863,-3.3278,39467.797,39467.797
GB,BR,8966.7688,18.9485,2.3026,-3.3252,31249.4399,31249.4399
LA,KH,853.2712,18.8013,1.6094,-3.3229,1083.2456,1083.2456
ID,YE,7405.0029,18.6934,1.0986,-3.3217,2579.9601,2579.9601
ZA,PK,8363.7972,18.8552,1.9459,-3.3064,3805.4009,3805.4009
ID,UA,9539.1781,18.6764,1.0986,-3.3048,1384.5669,1384.5669
CO,HN,1761.6495,18.7774,1.6094,-3.299,3444.4477,3444.4477
IL,UA,1952.3999,18.4297,0,-3.2877,35106.8842,35106.8842
CY,LB,263.9807,18.4293,0,-3.2872,15410.1971,15410.1971
BR,DO,4175.1841,18.6585,1.0986,-3.2869,1927.725,1927.725
DE,MD,1360.9302,18.8815,2.1972,-3.2802,40035.8571,40035.8571
CN,SN,11482.936,18.8978,2.3026,-3.2745,7165.1071,7165.1071
SA,UG,2857.0956,18.9156,2.3979,-3.2724,19413.3394,19413.3394
SG,VN,1495.4575,19.2641,4.0775,-3.2698,50775.0239,50775.0239
MX,SV,1804.9599,19.3305,4.4188,-3.2649,3977.7217,3977.7217
ID,TL,1586.3339,18.6956,1.3863,-3.2638,1468.2949,1468.2949
MX,HT,3172.1086,18.7391,1.6094,-3.2607,7461.7108,7461.7108
ID,MZ,8757.0211,18.4022,0,-3.2601,3188.2256,3188.2256
UA,LB,1661.4729,18.3997,0,-3.2577,-5728.2766,5728.2766
AE,EG,2347.2772,18.8968,2.3979,-3.2536,34107.7174,34107.7174
BR,PK,13782.2055,19.1684,3.7136,-3.2502,7181.7555,7181.7555
SA,JO,1147.6068,19.2611,4.1589,-3.2498,15940.7107,15940.7107
CA,IN,11469.1125,19.7162,6.3491,-3.2472,40448.5401,40448.5401
IT,CD,5189.0493,18.9928,2.8904,-3.2467,30082.7629,30082.7629
AE,TR,2463.61,18.6149,1.0986,-3.2433,26834.5981,26834.5981
IT,IL,2317.7054,18.3843,0,-3.2422,-6765.344,6765.344
IT,MD,1390.2728,18.5283,0.69315,-3.2414,28627.0667,28627.0667
CR,CO,1191.2653,18.9307,2.6391,-3.2371,6019.0328,6019.0328
IQ,UG,3735.6315,18.5215,0.69315,-3.2345,3994.2919,3994.2919
QA,PK,1867.9558,18.7734,1.9459,-3.2247,57862.667,57862.667
TR,TZ,5040.9069,18.9739,2.9444,-3.2165,9908.4155,9908.4155
MW,PK,6131.2243,18.3479,0,-3.2059,-1167.3981,1167.3981
UA,AL,1180.7986,18.3463,0,-3.2043,-1961.1682,1961.1682
PK,GH,7681.9324,18.3411,0,-3.199,-45.2681,45.2681
TR,CM,4193.6927,18.4787,0.69315,-3.1918,9754.9606,9754.9606
CH,IN,6905.9056,19.2642,4.4659,-3.1888,77103.2628,77103.2628
AO,GH,2984.0037,18.3294,0,-3.1873,1597.3471,1597.3471
BE,EG,3450.5743,18.3286,0,-3.1865,37581.6672,37581.6672
AT,EG,2702.3268,18.5571,1.0986,-3.1855,40662.0251,40662.0251
ID,UG,9079.4429,18.6939,1.7918,-3.1773,2954.9861,2954.9861
SA,KE,2768.954,19.1337,3.912,-3.174,18573.2885,18573.2885
CO,NI,1511.8626,18.69,1.7918,-3.1735,3654.2233,3654.2233
FR,BG,1879.5079,18.7206,1.9459,-3.1719,29504.1725,29504.1725
UA,JO,2024.8024,18.458,0.69315,-3.171,-1902.2095,1902.2095
BR,GH,6132.4887,18.8637,2.6391,-3.1701,7136.4875,7136.4875
MA,PK,7116.5651,18.7176,1.9459,-3.1689,1364.2368,1364.2368
JP,NP,5095.7248,18.7696,2.1972,-3.1683,38164.9352,38164.9352
LA,PH,2195.9963,18.7909,2.3026,-3.1676,-597.9191,597.9191
OM,PK,1662.6853,19.5496,5.948,-3.1644,13514.165,13514.165
NL,TR,2724.3208,19.0213,3.434,-3.1615,34507.1707,34507.1707
TH,NG,9977.2155,18.6727,1.7918,-3.1562,3729.9283,3729.9283
BE,UA,1933.8957,18.7323,2.0794,-3.1556,38910.4293,38910.4293
KW,PK,2108.7586,18.9864,3.2958,-3.1555,27507.2071,27507.2071
IQ,TZ,4499.1914,18.4418,0.69315,-3.1549,3730.4069,3730.4069
JP,BR,17370.4297,18.286,0,-3.1439,30244.5192,30244.5192
FR,BA,1239.2322,18.8472,2.7081,-3.1392,32146.25,32146.25
FI,IN,6111.132,19.0877,3.8712,-3.1366,41380.8596,41380.8596
JP,EG,9685.2582,18.6795,1.9459,-3.1308,35379.9776,35379.9776
KR,NP,4157.636,18.269,0,-3.1269,26809.2736,26809.2736
VE,NG,8283.9897,18.2647,0,-3.1227,7080.0148,7080.0148
NG,PH,12234.4692,18.6705,1.9459,-3.1218,-773.0868,773.0868
ID,KE,8452.6107,18.9923,3.4965,-3.1195,2114.9351,2114.9351
TZ,GH,4288.7125,18.2608,0,-3.1187,-634.2672,634.2672
FR,IQ,3777.6387,18.9768,3.4965,-3.104,32245.3676,32245.3676
BR,TZ,9492.1095,18.6681,2.0794,-3.0915,7770.7547,7770.7547
BD,AZ,4380.4474,18.2332,0,-3.0911,-2518.1567,2518.1567
NL,UA,1875.4528,19.1989,4.6347,-3.0882,43109.052,43109.052
DZ,TZ,5229.2306,18.2286,0,-3.0865,2964.5585,2964.5585
UA,GE,1164.9792,18.6304,1.9459,-3.0817,-1667.9219,1667.9219
ES,CI,3665.2958,18.2212,0,-3.0792,25002.2946,25002.2946
IL,PK,3285.0796,18.8461,2.9957,-3.0779,35824.4193,35824.4193
EG,BJ,3570.5245,18.2174,0,-3.0754,2725.0497,2725.0497
JP,TR,8527.708,18.7489,2.5649,-3.0708,28106.8584,28106.8584
ID,MG,7568.4444,18.5471,1.6094,-3.0687,3168.976,3168.976
CU,HN,1135.8603,18.2107,0,-3.0686,5241.1024,5241.1024
IT,CI,4213.1193,18.2087,0,-3.0667,29001.071,29001.071
CO,NG,9157.6498,18.4967,1.3863,-3.065,3627.6202,3627.6202
ID,MX,15335.238,18.7686,2.7081,-3.0606,-4631.0114,4631.0114
AF,AZ,1910.1192,18.3452,0.69315,-3.0583,-3315.1577,3315.1577
CN,AL,7040.7754,18.1974,0,-3.0553,3976.2846,3976.2846
DZ,KE,4962.5938,18.1963,0,-3.0543,2388.3926,2388.3926
PY,BO,959.9182,18.1909,0,-3.0488,975.2486,975.2486
CA,MX,3626.6229,19.6788,7.1277,-3.0471,33956.6217,33956.6217
ET,LB,2788.0482,18.1866,0,-3.0446,-7207.2469,7207.2469
EG,PH,9460.088,18.5203,1.6094,-3.0419,563.4182,563.4182
LA,PK,3521.0982,18.4725,1.3863,-3.0407,884.9599,884.9599
PL,BR,10005.1131,18.1814,0,-3.0394,3722.4686,3722.4686
BG,MD,567.2026,18.1811,0,-3.0391,5450.5943,5450.5943
UA,YE,3979.3208,18.1773,0,-3.0353,1195.3933,1195.3933
BR,SN,5215.5066,18.5832,1.9459,-3.0345,7691.8748,7691.8748
HU,MD,668.9848,18.1712,0,-3.0292,10764.646,10764.646
SG,TH,1643.8073,18.7777,2.9444,-3.0202,47052.8008,47052.8008
IN,TG,8443.9912,18.7661,2.8904,-3.02,1130.9262,1130.9262
US,HT,3041.0639,19.7531,7.6314,-3.0161,56727.1917,56727.1917
RU,TJ,3422.3049,18.4944,1.6094,-3.016,7952.5206,7952.5206
CN,GT,14075.0203,18.5639,1.9459,-3.0152,3976.4367,3976.4367
NG,US,10649.158,20.0883,9.2474,-3.0135,-55288.8019,55288.8019
DO,MX,3394.7011,18.585,2.0794,-3.0083,-1479.0827,1479.0827
ES,PK,6530.7808,19.1644,4.8752,-3.0035,25060.2988,25060.2988
MX,NI,2184.824,18.9173,3.7136,-2.9991,6049.9242,6049.9242
BR,GT,5372.1759,18.5973,2.1972,-2.996,4503.2044,4503.2044
SA,AZ,1822.7658,18.3676,1.0986,-2.996,16151.7118,16151.7118
MX,PE,4720.121,19.0189,4.2195,-2.995,2155.6562,2155.6562
RU,TZ,9617.3379,18.2782,0.69315,-2.9913,7869.1707,7869.1707
BA,AL,368.6855,18.1251,0,-2.9831,561.822,561.822
SE,UA,1533.2453,19.0604,4.4886,-2.9802,49414.1408,49414.1408
QA,IQ,1137.2664,18.1185,0,-2.9764,54721.2593,54721.2593
CL,IN,16691.8071,18.2596,0.69315,-2.9726,12083.5381,12083.5381
ZA,UG,3686.3068,18.9554,4.0254,-2.972,4658.2851,4658.2851
GB,PK,6211.3228,19.6106,7.2255,-2.9585,38431.1954,38431.1954
MA,CM,3381.339,18.0966,0,-2.9546,1799.7811,1799.7811
EG,AM,1973.3407,18.0904,0,-2.9483,-91.662,91.662
ZA,KE,3745.6956,19.0788,4.7362,-2.9469,3818.2341,3818.2341
GR,PK,4398.0585,18.4915,1.9459,-2.9428,16635.7764,16635.7764
TR,GH,4997.2656,18.3132,1.0986,-2.9415,9274.1483,9274.1483
DK,IN,6854.8264,18.9001,3.912,-2.9404,51708.2764,51708.2764
EC,MX,3868.3268,18.7547,3.2189,-2.9399,-2232.3221,2232.3221
TN,PK,5565.3868,18.08,0,-2.938,2220.4534,2220.4534
RU,KG,3044.6533,18.3664,1.3863,-2.9346,7671.3283,7671.3283
JP,AF,6276.1494,18.5316,2.1972,-2.9303,38332.689,38332.689
CH,TR,2353.2046,18.6048,2.5649,-2.9267,68025.0413,68025.0413
BR,BF,6280.9015,18.402,1.6094,-2.9236,8000.218,8000.218
IL,NG,3646.1864,18.5994,2.5649,-2.9213,35114.6271,35114.6271
CY,IN,4712.3557,18.0608,0,-2.9187,21614.8138,21614.8138
RU,YE,6765.5811,18.2812,1.0986,-2.9096,7758.0297,7758.0297
BR,CM,7485.3132,18.2799,1.0986,-2.9082,7617.2998,7617.2998
RS,NG,4063.231,18.1913,0.69315,-2.9044,3170.3089,3170.3089
BG,NG,4084.5929,18.1908,0.69315,-2.9038,5172.8106,5172.8106
PL,ID,10404.0279,18.3323,1.3863,-2.9005,8802.1222,8802.1222
RS,PK,4470.2441,18.0384,0,-2.8964,3880.1011,3880.1011
CR,GT,971.1483,18.2629,1.0986,-2.8912,7677.894,7677.894
SA,ID,7902.6006,18.7204,3.2958,-2.8895,16458.3533,16458.3533
CO,BO,2601.4911,18.1757,0.69315,-2.8888,2700.6492,2700.6492
HT,IN,14614.837,18.0239,0,-2.8819,-969.7925,969.7925
TH,CD,8983.9347,18.0229,0,-2.8808,5463.4081,5463.4081
PT,NG,3766.3817,18.7235,3.3673,-2.8777,17635.3231,17635.3231
CR,MX,2522.934,18.3936,1.7918,-2.8771,3623.3318,3623.3318
IN,PE,16951.2912,18.802,3.7842,-2.8691,-4336.2622,4336.2622
US,HN,2607.5334,19.8864,8.9836,-2.8668,55105.6295,55105.6295
BR,HT,4313.344,18.6119,2.8904,-2.8657,7910.3531,7910.3531
NG,PE,9485.0456,18.0004,0,-2.8584,-3867.6649,3867.6649
US,EG,10976.4051,19.3632,6.5439,-2.8534,53952.297,53952.297
IT,ID,11004.0569,18.6882,3.3322,-2.8498,26956.9733,26956.9733
IR,MZ,6001.0636,17.9785,0,-2.8365,4575.5107,4575.5107
LK,PH,4514.2822,18.493,2.4849,-2.8316,884.3229,884.3229
SY,ID,8687.6958,17.9707,0,-2.8286,-1869.9049,1869.9049
AM,UA,1436.9118,17.9705,0,-2.8285,1420.424,1420.424
AE,AF,1784.342,18.4296,2.1972,-2.8284,37060.4287,37060.4287
ID,US,14961.8066,19.7475,8.5057,-2.8278,-53896.4922,53896.4922
CR,HN,663.5713,18.4259,2.1972,-2.8246,9463.4805,9463.4805
AR,PE,3443.6177,18.5818,2.9444,-2.8244,6403.5668,6403.5668
MO,IN,3577.0369,17.9642,0,-2.8222,71477.5722,71477.5722
US,DO,3216.3352,19.6225,7.9635,-2.8161,50744.5636,50744.5636
MX,PA,2860.7342,17.9566,0,-2.8145,-5478.9298,5478.9298
DE,CD,6232.1253,18.937,4.7095,-2.8107,41491.5533,41491.5533
AR,MX,8004.6031,18.2846,1.6094,-2.8062,4247.9106,4247.9106
VN,YE,6405.2596,17.9479,0,-2.8058,1195.3555,1195.3555
TR,ML,4468.5101,18.0874,0.69315,-2.8005,10007.1022,10007.1022
JP,LK,6593.4525,17.9416,0,-2.7996,35059.0729,35059.0729
CN,TG,10629.6745,18.3461,1.9459,-2.7973,7544.7192,7544.7192
SA,US,12089.2297,18.0832,0.69315,-2.7963,-37438.1389,37438.1389
BG,PK,4099.1502,18.2217,1.3863,-2.7899,5882.6029,5882.6029
TW,PK,5122.8949,18.9705,4.9972,-2.7841,21129.807,21129.807
PL,AL,1199.6593,18.1441,1.0986,-2.7724,8225.5208,8225.5208
MX,PK,13947.5676,18.6571,3.5553,-2.772,6733.1133,6733.1133
SI,UA,1242.5672,17.913,0,-2.7709,19118.8421,19118.8421
BR,IQ,11381.0359,17.9039,0,-2.7618,4040.3478,4040.3478
TR,US,10181.6524,19.3283,6.82,-2.7609,-46679.1778,46679.1778
ZA,CM,4365.8871,18.046,0.69315,-2.7591,4240.9452,4240.9452
FR,TD,3750.4434,18.0458,0.69315,-2.7589,36190.6726,36190.6726
SE,TR,2623.4741,18.5553,3.1355,-2.7579,40812.2595,40812.2595
AR,PY,1735.7124,18.3993,2.3979,-2.7561,8369.0122,8369.0122
IR,PH,7199.4912,18.8908,4.7536,-2.7553,2006.5081,2006.5081
BR,UA,10686.5657,18.2202,1.6094,-2.7418,6464.2205,6464.2205
CN,PE,17048.2522,18.8309,4.5326,-2.7416,2077.5308,2077.5308
ES,CD,5589.1094,18.5782,3.3322,-2.7397,26083.9865,26083.9865
NL,EG,3527.6531,18.6896,3.8712,-2.7385,41780.2899,41780.2899
IT,AF,4833.6297,18.3141,2.0794,-2.7374,29965.4895,29965.4895
TZ,UA,6098.614,18.0238,0.69315,-2.7369,-1306.5342,1306.5342
PH,IQ,8130.6134,17.8784,0,-2.7364,-1658.5288,1658.5288
AF,PH,5915.005,18.4438,2.7081,-2.7358,-2389.2932,2389.2932
JP,MX,10798.1337,18.7493,4.1744,-2.7349,30693.1615,30693.1615
FR,CD,5912.0806,18.8308,4.5643,-2.7348,36410.463,36410.463
SI,IN,6386.3469,18.0208,0.69315,-2.7339,19595.1822,19595.1822
IR,MX,13290.204,17.8754,0,-2.7333,-3243.7263,3243.7263
TZ,VN,8406.5179,18.1046,1.0986,-2.7329,-1306.4965,1306.4965
SA,VN,6684.2014,18.0197,0.69315,-2.7328,17842.9579,17842.9579
PT,EG,3858.8509,18.0104,0.69315,-2.7235,16298.8181,16298.8181
DE,ID,11010.5372,18.9976,5.4293,-2.7208,38365.7637,38365.7637
AR,NG,9130.3468,18.3987,2.5649,-2.7206,10271.2317,10271.2317
TR,CI,5363.2414,17.9976,0.69315,-2.7107,9261.4122,9261.4122
IN,SL,9754.2435,18.4496,2.8904,-2.7035,1213.3385,1213.3385
TR,MZ,6408.1707,17.8377,0,-2.6956,10405.54,10405.54
JP,NG,12729.9058,18.7974,4.5951,-2.695,36716.4826,36716.4826
CN,CL,19630.0652,17.9756,0.69315,-2.6887,-5669.7452,5669.7452
HU,NG,4356.3545,18.3821,2.6391,-2.6885,10486.8623,10486.8623
RU,AZ,4495.2559,18.0602,1.0986,-2.6885,4871.4281,4871.4281
CN,HT,13906.6947,18.1636,1.6094,-2.6851,7383.5854,7383.5854
DE,AL,1338.9533,18.703,4.2047,-2.6822,37789.1623,37789.1623
PL,CD,6227.1393,18.16,1.6094,-2.6816,11927.9117,11927.9117
MA,ID,12946.818,17.822,0,-2.68,-737.8651,737.8651
MX,TR,11786.1703,18.106,1.3863,-2.6742,-2586.3031,2586.3031
GT,IN,15801.5437,18.2922,2.3026,-2.6689,2437.3562,2437.3562
MA,MX,9131.2304,17.8038,0,-2.6617,-5368.8765,5368.8765
EG,SN,4875.735,17.9432,0.69315,-2.6563,2556.4164,2556.4164
BD,JO,5360.1332,17.7976,0,-2.6556,-2729.1578,2729.1578
FR,IL,3265.2652,17.7976,0,-2.6555,-437.6439,437.6439
ER,KE,1703.014,18.13,1.6094,-2.6516,-632.3598,632.3598
FI,UA,1543.6236,18.4579,3.1781,-2.6516,40904.5195,40904.5195
CZ,NG,4573.1348,18.358,2.7081,-2.65,16088.5645,16088.5645
GB,BG,2504.8674,18.1272,1.6094,-2.6488,32548.5926,32548.5926
DE,AF,4920.6257,18.5889,3.8286,-2.6467,41374.2798,41374.2798
ES,IQ,4244.7454,18.3788,2.8332,-2.6446,21918.8911,21918.8911
GH,KE,4404.5099,18.0706,1.3863,-2.6388,58.1013,58.1013
BH,PK,1896.8976,18.1531,1.7918,-2.6366,20885.9741,20885.9741
ZA,BI,3110.6932,17.9232,0.69315,-2.6363,4987.8664,4987.8664
CH,UA,1722.138,18.66,4.2195,-2.6361,76626.9227,76626.9227
TH,YE,5601.5794,17.9188,0.69315,-2.6319,4917.5787,4917.5787
ES,ML,2545.693,18.675,4.3175,-2.6306,25747.9847,25747.9847
IT,CM,3836.5288,18.3851,2.9444,-2.6277,29494.6195,29494.6195
SA,BR,11340.1609,17.769,0,-2.6269,11378.6997,11378.6997
EG,TG,3747.588,17.7634,0,-2.6213,2936.0284,2936.0284
SY,KE,3874.093,17.9017,0.69315,-2.6147,245.0302,245.0302
MA,UG,5335.0599,17.7555,0,-2.6135,2217.121,2217.121
US,PK,12353.5677,19.8294,9.9258,-2.6129,55998.5942,55998.5942
QA,EG,2039.7501,17.8948,0.69315,-2.6079,55816.3699,55816.3699
AR,CO,4905.055,18.3004,2.6391,-2.6068,6643.6115,6643.6115
BE,US,7553.8973,17.9785,1.0986,-2.6068,-16370.6298,16370.6298
AR,BO,2460.2941,18.1833,2.0794,-2.6067,9344.2608,9344.2608
NP,KH,2788.0841,17.8891,0.69315,-2.6022,-540.3747,540.3747
BR,PA,4067.5639,17.7401,0,-2.598,-5030.2875,5030.2875
SA,LB,1424.7524,18.3747,3.0445,-2.5964,12114.6435,12114.6435
CZ,US,8234.3849,17.7341,0,-2.5921,-39200.2374,39200.2374
OM,YE,1023.7948,18.5729,4.0254,-2.5896,13992.0232,13992.0232
RU,KE,8836.531,18.3107,2.7726,-2.5892,7293.0047,7293.0047
NO,IN,6961.5016,18.7782,5.0304,-2.5848,69103.0895,69103.0895
TW,NP,3702.64,17.7228,0,-2.5808,21868.4675,21868.4675
DK,UA,1702.8682,18.3036,2.8332,-2.5694,51231.9362,51231.9362
BR,HN,4994.8567,18.1442,2.0794,-2.5676,6288.7909,6288.7909
ER,UG,1741.5057,17.9299,1.0986,-2.5583,207.6912,207.6912
IT,BF,3568.5325,18.3012,2.8904,-2.555,29877.5377,29877.5377
TR,PH,8815.3535,18.4763,3.7377,-2.5531,7836.5374,7836.5374
EG,MX,12493.6361,18.1746,2.3026,-2.5513,-4686.8162,4686.8162
TR,BF,4683.7945,18.0289,1.6094,-2.5504,10137.8789,10137.8789
HU,PK,4613.3342,18.3056,2.9444,-2.5481,11196.6545,11196.6545
KE,UA,5421.1744,18.1224,2.0794,-2.5458,-730.3683,730.3683
ES,BF,3145.8061,18.2873,2.8904,-2.5411,25878.7613,25878.7613
BR,MG,10397.7252,17.6829,0,-2.5408,8248.6296,8248.6296
PT,TR,3709.8476,17.904,1.0986,-2.5323,9025.6989,9025.6989
ID,ZM,9562.2638,17.6737,0,-2.5317,2391.907,2391.907
TH,UA,7212.7032,17.9027,1.0986,-2.5311,3722.1854,3722.1854
FR,CI,4365.5009,18.2365,2.7081,-2.5285,35328.7711,35328.7711
GB,IQ,4365.0792,18.6688,4.7791,-2.5279,35289.7877,35289.7877
CH,EG,2975.3885,18.3208,3.1355,-2.5234,75298.1606,75298.1606
UA,UG,5227.954,18.0396,1.7918,-2.5231,1570.4192,1570.4192
PA,EC,1188.4464,17.6614,0,-2.5193,7711.2519,7711.2519
TH,US,13871.4811,18.566,4.3307,-2.5188,-51558.8737,51558.8737
DE,TH,8677.0789,18.1411,2.3026,-2.5178,36028.1451,36028.1451
DE,IL,3002.4759,18.1771,2.4849,-2.5157,4643.4464,4643.4464
KR,EG,8874.0718,17.947,1.3863,-2.5152,24024.316,24024.316
